horizon_seconds,horizon_steps,center_model_type,radius_model_type,nominal_coverage,empirical_coverage,coverage_error,avg_radius,avg_interval_width,winkler_score,center_mae,naive_center_mae,center_improvement_vs_naive,directional_accuracy_raw_center,move_rate,center_mae_move_only,naive_center_mae_move_only,center_improvement_vs_naive_move_only,directional_accuracy_move_only,avg_abs_move,max_abs_move,alpha_shrinkage,conformal_padding,center_kind,center_tick_size,move_threshold,classifier_move_size
1.0,10,extra_trees_classifier_center,extra_trees_radius,0.9,0.9738956492748791,0.07389564927487913,0.09283359625926046,0.18566719251852093,0.20547891341075739,0.012626354392400048,0.012626354392400048,0.0,0.5819136522753793,0.4174695782630438,0.030244968854818505,0.030244968854818505,0.0,0.0,0.012626354392400048,0.29500000000007276,0.0,0.0,direction_classifier,0.0049999999999954525,0.0024999999999977263,0.01999999999998181
1.0,10,gbrt_classifier_center,gbrt_radius,0.9,0.9223037172862144,0.022303717286214386,0.049327471755421105,0.09865494351084221,0.15074216826393505,0.012626354392400048,0.012626354392400048,0.0,0.5819136522753793,0.4174695782630438,0.030244968854818505,0.030244968854818505,0.0,0.0,0.012626354392400048,0.29500000000007276,0.0,0.0,direction_classifier,0.0049999999999954525,0.0024999999999977263,0.01999999999998181
5.0,50,extra_trees_classifier_center,extra_trees_radius,0.9,0.9968807339449541,0.09688073394495411,0.2936650819278008,0.5873301638556016,0.5908286975023808,0.04133408308240618,0.04102110091743109,-0.007629784622433133,0.42770642201834863,0.8285404503753128,0.04941632903234805,0.04951007630206717,0.0018934987929962732,0.5153711421151175,0.04102110091743109,0.6800000000000637,0.55,0.0,direction_classifier,0.0049999999999954525,0.0024999999999977263,0.04000000000007731
5.0,50,gbrt_classifier_center,gbrt_radius,0.9,0.9435529608006672,0.04355296080066717,0.14370413927007214,0.2874082785401443,0.3460784116821922,0.04102110091743109,0.04102110091743109,0.0,0.16919099249374478,0.8285404503753128,0.04951007630206717,0.04951007630206717,0.0,0.0,0.04102110091743109,0.6800000000000637,0.0,0.0,direction_classifier,0.0049999999999954525,0.0024999999999977263,0.04000000000007731
10.0,100,extra_trees_classifier_center,extra_trees_radius,0.9,0.9763272120200334,0.07632721202003334,0.2494990685314822,0.4989981370629644,0.5249950524902497,0.06533959028742513,0.06498622704507485,-0.005437509737335144,0.4749582637729549,0.9376126878130217,0.06937621001406866,0.06931031105888143,-0.000950781408717738,0.5046917009419013,0.06498622704507485,0.7000000000000455,0.55,0.0,direction_classifier,0.0049999999999954525,0.0024999999999977263,0.06499999999994088
10.0,100,gbrt_classifier_center,gbrt_radius,0.9,0.9173288814691152,0.017328881469115154,0.16927624576221312,0.33855249152442624,0.44818261623519967,0.06544394397343573,0.06498622704507485,-0.007043291312225142,0.45068447412353924,0.9376126878130217,0.06952839479639619,0.06931031105888143,-0.003146483318037463,0.47882057582394105,0.06498622704507485,0.7000000000000455,0.09,0.0,direction_classifier,0.0049999999999954525,0.0024999999999977263,0.06499999999994088
