Datetime,realized_price,median_price,downside_q_0.05,upside_q_0.95,downside_risk_vs_median,upside_potential_vs_median,band_width
2017-05-01 00:00:00,34.5,39.422084745825124,31.94949031298524,46.87504119790507,7.472594432839884,7.452956452079945,14.92555088491983
2017-05-01 01:00:00,29.18,32.18682489943677,24.69945719680183,39.70420162997375,7.487367702634941,7.517376730536981,15.004744433171922
2017-05-01 02:00:00,29.2,29.301639212915806,21.00933610794398,37.43392086890925,8.292303104971825,8.132281655993442,16.424584760965267
2017-05-01 03:00:00,29.15,34.29598047899794,27.44140095674199,41.570829042497984,6.85457952225595,7.2748485635000435,14.129428085755993
2017-05-01 04:00:00,29.23,30.916318676835697,23.03191152676725,38.93430588048774,7.884407150068448,8.017987203652044,15.902394353720492
2017-05-01 05:00:00,30.01,31.914757790383756,24.876090438844273,38.955231549193456,7.038667351539484,7.0404737588097,14.079141110349184
2017-05-01 06:00:00,34.01,32.63312343102213,24.84045750286717,40.35827198233319,7.792665928154957,7.725148551311065,15.517814479466022
2017-05-01 07:00:00,34.98,33.95406768404175,26.248538354878626,41.58853607404405,7.705529329163127,7.634468390002297,15.339997719165424
2017-05-01 08:00:00,36.45,36.56735390119633,29.21570881284562,44.0306867568201,7.351645088350708,7.463332855623776,14.814977943974483
2017-05-01 09:00:00,36.48,41.32076600942886,33.56148852803503,48.96773368618302,7.7592774813938306,7.646967676754159,15.40624515814799
2017-05-01 10:00:00,36.49,44.131852040940075,36.0407233730753,51.883823121404035,8.091128667864773,7.75197108046396,15.843099748328733
2017-05-01 11:00:00,36.48,42.26792105002229,34.39275201209616,50.150548081771376,7.875169037926128,7.882627031749088,15.757796069675216
2017-05-01 12:00:00,40.01,43.083517484782696,35.93951593250473,50.43933061569473,7.144001552277963,7.355813130912033,14.499814683189996
2017-05-01 13:00:00,40.61,41.99813231671014,33.83300121588917,49.90021016892199,8.165131100820972,7.902077852211846,16.067208953032818
2017-05-01 14:00:00,39.9,42.238110321043685,33.693725940128516,50.52322809321225,8.544384380915169,8.285117772168569,16.829502153083737
2017-05-01 15:00:00,36.43,34.002702467243004,25.00576090185399,43.01642023809462,8.996941565389015,9.013717770851613,18.01065933624063
2017-05-01 16:00:00,34.01,27.408582843502945,16.849464771105417,38.181055452003115,10.559118072397528,10.77247260850017,21.331590680897698
2017-05-01 17:00:00,34.98,37.99918866927351,29.631642776958284,46.336972421225184,8.367545892315224,8.337783751951676,16.7053296442669
2017-05-01 18:00:00,36.45,37.64964288976266,29.67259634557739,45.722001650127105,7.977046544185271,8.072358760364445,16.049405304549715
2017-05-01 19:00:00,42.0,41.424900958879775,32.84715681820869,50.15633147166596,8.577744140671086,8.731430512786183,17.30917465345727
2017-05-01 20:00:00,49.54,43.29673678854991,35.800640257761785,50.71267427406728,7.496096530788122,7.415937485517375,14.912034016305498
2017-05-01 21:00:00,56.5,50.37616165095736,43.06519334644906,57.90967769061811,7.3109683045083,7.5335160396607534,14.844484344169054
2017-05-01 22:00:00,57.01,51.87781207322915,44.45964392652876,59.371335021063544,7.418168146700388,7.493522947834393,14.911691094534781
2017-05-01 23:00:00,53.34,44.46284248278477,35.788116049174164,52.713476278357824,8.674726433610608,8.250633795573052,16.92536022918366
